GeneSet	NGenes	Correlation	Direction	PValue	FDR
ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN	203	0.0043445355597255	Down	0.00971979890481214	0.782131129961231
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA2_DN	36	0.019814397725089	Down	0.009750069072406	0.782131129961231
HP_SPARSE_OR_ABSENT_EYELASHES	58	0.00407260773388745	Up	0.00978164794840336	0.782131129961231
WP_NUCLEOTIDE_EXCISION_REPAIR	44	0.0590239024374591	Up	0.0105122064756285	0.782131129961231
DESCARTES_FETAL_KIDNEY_MYELOID_CELLS	159	0.0134688117163649	Down	0.0106150949624642	0.782131129961231
ZHENG_GLIOBLASTOMA_PLASTICITY_DN	42	0.0102099956379743	Down	0.0106405792260834	0.782131129961231
GOBP_REGULATION_OF_RESPONSE_TO_WOUNDING	98	-0.0035447328099768	Down	0.0108305091850992	0.782131129961231
ONGUSAHA_BRCA1_TARGETS_UP	11	-0.0509769473696878	Down	0.0109144940093967	0.782131129961231
HP_HYPERTROPHIC_NERVE_CHANGES	6	-0.000788830074215063	Down	0.0109575468600027	0.782131129961231
BUSSLINGER_GASTRIC_X_CELLS	118	-0.00515683582179258	Down	0.0110530075482683	0.782131129961231
BIOCARTA_INTRINSIC_PATHWAY	7	-0.0179110629106573	Down	0.011083519061071	0.782131129961231
GOBP_CELL_CHEMOTAXIS	201	0.00258072492622649	Down	0.0111089779658378	0.782131129961231
HP_POIKILODERMA	20	0.00224192013153015	Up	0.0111144186748432	0.782131129961231
GOBP_FIBRINOLYSIS	11	0.105383328028321	Down	0.0111750363790916	0.782131129961231
JAATINEN_HEMATOPOIETIC_STEM_CELL_DN	152	0.000489218946454087	Down	0.0111860103173617	0.782131129961231
GOCC_ANCHORED_COMPONENT_OF_PLASMA_MEMBRANE	29	0.0163106806762379	Down	0.0111970832436653	0.782131129961231
ZHONG_PFC_MAJOR_TYPES_MICROGLIA	428	0.0261886801733595	Down	0.0112245400886965	0.782131129961231
GOBP_REGULATION_OF_PROTEIN_K63_LINKED_UBIQUITINATION	15	0.00194485338583485	Up	0.0115010616503941	0.782131129961231
HP_PANCREATIC_ADENOCARCINOMA	25	0.0202790878953306	Up	0.0115404414711207	0.782131129961231
ELVIDGE_HYPOXIA_UP	132	-0.00162239066296485	Down	0.0116682188174135	0.782131129961231
KUWANO_RNA_STABILIZED_BY_NO	7	-0.00536477630821275	Down	0.0116868460620911	0.782131129961231
HP_ABNORMAL_CIRCULATING_RENIN	12	-0.00485894502076543	Down	0.0116955851660544	0.782131129961231
NAKAYAMA_SOFT_TISSUE_TUMORS_PCA1_DN	27	-0.0275039788142848	Down	0.0117096235582586	0.782131129961231
GAO_LARGE_INTESTINE_ADULT_CA_ENTEROENDOCRINE_CELLS	134	0.00492745989142066	Down	0.0117127769971276	0.782131129961231
AIZARANI_LIVER_C21_STELLATE_CELLS_1	132	0.00826900138243501	Down	0.0119839560128096	0.782131129961231
KEGG_NUCLEOTIDE_EXCISION_REPAIR	43	0.060249316356745	Up	0.0121088814632526	0.782131129961231
REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS	129	0.00876067612339029	Down	0.0121094183105478	0.782131129961231
GOBP_PROTEIN_IMPORT	183	-0.0015683042340127	Up	0.0122261684975559	0.782131129961231
ABE_VEGFA_TARGETS_30MIN	21	0.0173544179793833	Down	0.0124328044977944	0.782131129961231
REACTOME_AMINE_LIGAND_BINDING_RECEPTORS	12	-0.0356506909649845	Down	0.0128399173575302	0.782131129961231
WP_WHITE_FAT_CELL_DIFFERENTIATION	24	-0.00109023833947399	Down	0.0128987980935715	0.782131129961231
GOBP_RESPONSE_TO_CHEMOKINE	56	-0.00745663783649751	Down	0.0129552011088882	0.782131129961231
KEGG_GLYCOSPHINGOLIPID_BIOSYNTHESIS_GANGLIO_SERIES	13	-0.0146893099161056	Down	0.0130161172178012	0.782131129961231
GOBP_MONONUCLEAR_CELL_MIGRATION	138	-0.000884725281568222	Down	0.0130749774362125	0.782131129961231
GOBP_SNRNA_METABOLIC_PROCESS	54	-0.00388701723246427	Up	0.0131168177207909	0.782131129961231
GOMF_OXIDIZED_DNA_BINDING	11	0.0805315047467461	Up	0.0131243868597577	0.782131129961231
GOMF_G_PROTEIN_COUPLED_AMINE_RECEPTOR_ACTIVITY	14	-0.00853922423169307	Down	0.0132519430516839	0.782131129961231
GOBP_CHEMOKINE_C_X_C_MOTIF_LIGAND_12_SIGNALING_PATHWAY	6	0.00985553742005285	Down	0.0133551712844138	0.782131129961231
REACTOME_NUCLEAR_RECEPTOR_TRANSCRIPTION_PATHWAY	34	-0.00230863499757528	Down	0.0135269256339241	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_EPITHELIAL_CELL_APOPTOTIC_PROCESS	28	0.00481733841668577	Down	0.0135292699064305	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_WOUND_HEALING	40	0.0167408551717523	Down	0.0136516887048832	0.782131129961231
EBAUER_TARGETS_OF_PAX3_FOXO1_FUSION_UP	132	-0.000193336780027969	Down	0.013669650755755	0.782131129961231
CUI_DEVELOPING_HEART_VALVAR_ENDOTHELIAL_CELL	91	0.00553620699377874	Down	0.0137540275079233	0.782131129961231
GOBP_REGULATION_OF_LEUKOCYTE_MIGRATION	156	-0.000772351594054707	Down	0.0138244085520176	0.782131129961231
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS	70	0.00828845966950094	Down	0.0138887971548653	0.782131129961231
REACTOME_GPCR_LIGAND_BINDING	182	0.0079078633900534	Down	0.0139517855524419	0.782131129961231
TRAVAGLINI_LUNG_ADVENTITIAL_FIBROBLAST_CELL	210	0.00961262268202746	Down	0.0139779088551251	0.782131129961231
BURTON_ADIPOGENESIS_PEAK_AT_2HR	37	0.0349599600771622	Down	0.0140103229284385	0.782131129961231
CHEN_ETV5_TARGETS_SERTOLI	17	0.0235472893402412	Down	0.0141855909934295	0.782131129961231
HP_INCREASED_C_PEPTIDE_LEVEL	10	-0.033640551183703	Down	0.0142572932075119	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_LIPID_LOCALIZATION	32	-0.0130830013320766	Down	0.0143221416061714	0.782131129961231
GOBP_ORGANIC_HYDROXY_COMPOUND_TRANSPORT	162	0.00393600167591448	Down	0.014485130183105	0.782131129961231
GOBP_AMINE_TRANSPORT	47	-0.000241984545042762	Down	0.0145208275089987	0.782131129961231
DAUER_STAT3_TARGETS_UP	36	-0.00477299624474104	Down	0.0146304015675283	0.782131129961231
HP_GLIOBLASTOMA_MULTIFORME	21	0.0268800902102369	Up	0.0147526154180662	0.782131129961231
GOMF_Y_FORM_DNA_BINDING	5	-0.0205594570394776	Up	0.0147862499050162	0.782131129961231
REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES	30	0.0105350442366156	Down	0.0149686617732273	0.782131129961231
DESCARTES_FETAL_HEART_MYELOID_CELLS	112	0.0270284829913683	Down	0.0150647006584344	0.782131129961231
BIOCARTA_MCM_PATHWAY	17	0.208311264186416	Up	0.01525488263505	0.782131129961231
BIOCARTA_NUCLEARRS_PATHWAY	20	-0.0101929174153441	Down	0.0152607439293411	0.782131129961231
WP_NUCLEAR_RECEPTORS_IN_LIPID_METABOLISM_AND_TOXICITY	20	-0.0101929174153441	Down	0.0152607439293411	0.782131129961231
GOMF_INSULIN_LIKE_GROWTH_FACTOR_I_BINDING	7	-0.0812704132554798	Down	0.0152608135837392	0.782131129961231
GOMF_DNA_DNA_ANNEALING_ACTIVITY	8	0.0282697037227188	Up	0.0152878610077908	0.782131129961231
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN	5	-0.148710691126543	Down	0.0152899796817202	0.782131129961231
REACTOME_DUAL_INCISION_IN_GG_NER	41	0.0447088388844957	Up	0.0153453556208758	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_CALCIUM_ION_TRANSPORT	76	-0.00497724437282129	Down	0.0154294129457065	0.782131129961231
HP_DECREASED_LDL_CHOLESTEROL_CONCENTRATION	8	-0.0200639900595044	Up	0.0155127526858514	0.782131129961231
GOBP_REGULATION_OF_CHOLESTEROL_EFFLUX	27	0.0130771299374123	Down	0.0155208252803838	0.782131129961231
WEST_ADRENOCORTICAL_TUMOR_DN	382	0.00726962225251448	Down	0.0155988298734921	0.782131129961231
CUI_DEVELOPING_HEART_VASCULAR_ENDOTHELIAL_CELL	129	0.01557160557532	Down	0.0157455789925744	0.782131129961231
REACTOME_CDC6_ASSOCIATION_WITH_THE_ORC_ORIGIN_COMPLEX	11	0.0973805125345582	Up	0.0157598891021663	0.782131129961231
GOMF_LIPASE_ACTIVITY	91	0.0034744375998691	Down	0.0157921824332079	0.782131129961231
BIOCARTA_P53_PATHWAY	16	0.112239597435208	Up	0.0157955337092245	0.782131129961231
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_RESULTING_IN_TRANSCRIPTION	17	0.0513349840691927	Up	0.0158879143195202	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_OSTEOBLAST_PROLIFERATION	6	0.0556798734141797	Down	0.015932760145733	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_GRANULOCYTE_CHEMOTAXIS	3	-0.0508722677272548	Down	0.01610282758447	0.782131129961231
TRAVAGLINI_LUNG_ALVEOLAR_FIBROBLAST_CELL	99	-0.00177333784589831	Down	0.0161242244960098	0.782131129961231
GOBP_METAL_ION_HOMEOSTASIS	403	0.000261634964416004	Down	0.0161463148788727	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_WOUNDING	52	0.0190800426929969	Down	0.0161481419043279	0.782131129961231
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	131	0.0108411737877648	Down	0.0161556128036524	0.782131129961231
GOBP_MITOTIC_METAPHASE_PLATE_CONGRESSION	52	0.0411007510152894	Up	0.0162300029886063	0.782131129961231
GOBP_ENDOCRINE_PROCESS	44	-0.0160803648659722	Down	0.0163380157228567	0.782131129961231
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_SUSTAINDED_IN_ERYTHROCYTE_UP	36	0.0342348538153467	Down	0.0163759251309752	0.782131129961231
GOBP_PEPTIDYL_TYROSINE_AUTOPHOSPHORYLATION	14	0.0264919444679677	Down	0.0163771743179142	0.782131129961231
GOCC_SITE_OF_DOUBLE_STRAND_BREAK	70	0.0198230575472172	Up	0.0164125127768116	0.782131129961231
WP_VITAMIN_A_AND_CAROTENOID_METABOLISM	24	0.0438959168058254	Down	0.0165311298688686	0.782131129961231
WP_NUCLEAR_RECEPTORS	23	0.0103044515269244	Down	0.0166495660728643	0.782131129961231
BROWNE_HCMV_INFECTION_30MIN_UP	34	-0.0150456349403506	Down	0.0167015174567976	0.782131129961231
GOBP_TYPE_B_PANCREATIC_CELL_PROLIFERATION	13	-0.0364364995095693	Down	0.0168834482403396	0.782131129961231
GOBP_PHOSPHATIDYLCHOLINE_METABOLIC_PROCESS	54	-0.0065824095978709	Down	0.0170106136441628	0.782131129961231
REACTOME_RECOGNITION_OF_DNA_DAMAGE_BY_PCNA_CONTAINING_REPLICATION_COMPLEX	30	0.100988976352086	Up	0.0170608867169155	0.782131129961231
GOBP_DETECTION_OF_TEMPERATURE_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION_OF_PAIN	8	-0.0087224200156041	Down	0.0170994516064209	0.782131129961231
WP_QUERCETIN_AND_NFKB_AP1_INDUCED_APOPTOSIS	12	0.0952584165172246	Down	0.0171387540737695	0.782131129961231
GOMF_VOLTAGE_GATED_POTASSIUM_CHANNEL_ACTIVITY_INVOLVED_IN_CARDIAC_MUSCLE_CELL_ACTION_POTENTIAL_REPOLARIZATION	10	-0.0341787532772959	Down	0.0171392050032342	0.782131129961231
HP_B_LYMPHOCYTOPENIA	27	0.00149360076307817	Up	0.017192521969135	0.782131129961231
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_DN	73	0.0247500215410774	Down	0.0172464766128488	0.782131129961231
GOBP_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	8	-0.0386378095018894	Down	0.0172592074467028	0.782131129961231
GOBP_TELOMERE_MAINTENANCE_VIA_SEMI_CONSERVATIVE_REPLICATION	9	0.0840381589777	Up	0.0173529042653627	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT	8	0.112158574784116	Up	0.0175803551184133	0.782131129961231
HP_SPARSE_EYELASHES	47	-0.0136933200303521	Up	0.0176307090286318	0.782131129961231
GOBP_MITOCHONDRIAL_RNA_CATABOLIC_PROCESS	6	-0.0117859526387727	Up	0.0177331637412165	0.782131129961231
GOBP_REGULATION_OF_TYPE_B_PANCREATIC_CELL_PROLIFERATION	8	-0.0373796816573402	Down	0.0177904007760813	0.782131129961231
GOCC_REPLICATION_FORK	60	0.178583295592213	Up	0.01795051166665	0.782131129961231
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_ERYTHROCYTE_UP	129	0.00503681437685725	Down	0.0180462156538381	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_PHOSPHATIDYLINOSITOL_3_KINASE_ACTIVITY	6	-0.0198629136245436	Down	0.0180476388211768	0.782131129961231
SWEET_KRAS_TARGETS_UP	61	-0.000171418377969716	Down	0.0180715224399494	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_STEROL_TRANSPORT	28	0.0290054245086446	Down	0.0180736139743005	0.782131129961231
REACTOME_NUCLEAR_SIGNALING_BY_ERBB4	22	0.00621388416813622	Down	0.018098560941655	0.782131129961231
GOBP_MULTICELLULAR_ORGANISM_AGING	31	0.005189198575002	Up	0.0184418518030293	0.782131129961231
GOBP_REGULATION_OF_ATRIAL_CARDIAC_MUSCLE_CELL_MEMBRANE_REPOLARIZATION	5	0.007554110175438	Down	0.0185098483770283	0.782131129961231
HU_FETAL_RETINA_FIBROBLAST	270	-0.00048597311543044	Down	0.0190712242963436	0.782131129961231
GOBP_REGULATION_OF_GLOMERULAR_FILTRATION	7	0.00239454528337069	Down	0.0194535785178533	0.782131129961231
GOBP_RENAL_SYSTEM_PROCESS_INVOLVED_IN_REGULATION_OF_BLOOD_VOLUME	7	0.00239454528337069	Down	0.0194535785178533	0.782131129961231
ODONNELL_TFRC_TARGETS_UP	250	-0.000254465097407202	Down	0.0194559894669941	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_HIPPO_SIGNALING	4	0.055726893518948	Up	0.0196371151607467	0.782131129961231
SUNG_METASTASIS_STROMA_DN	43	0.112376021041823	Up	0.0197032479729231	0.782131129961231
WP_MONOAMINE_GPCRS	11	-0.00731407315225598	Down	0.0198490639906786	0.782131129961231
WOO_LIVER_CANCER_RECURRENCE_UP	85	-0.00165126094217373	Down	0.0200014626458603	0.782131129961231
GOMF_INSULIN_LIKE_GROWTH_FACTOR_BINDING	12	-0.0661813098038399	Down	0.0200741879974531	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MIGRATION	35	0.00464759013590551	Down	0.0200888158903064	0.782131129961231
AIZARANI_LIVER_C13_LSECS_2	198	0.00969219716010069	Down	0.0201439977356569	0.782131129961231
HP_HYPERCHOLESTEROLEMIA	47	0.0253362323591505	Down	0.0202870984152036	0.782131129961231
REACTOME_ACTIVATION_OF_NOXA_AND_TRANSLOCATION_TO_MITOCHONDRIA	5	0.14658829215345	Up	0.0203937375703202	0.782131129961231
REACTOME_ACTIVATION_OF_PUMA_AND_TRANSLOCATION_TO_MITOCHONDRIA	8	0.0462739138965218	Up	0.0204284148297212	0.782131129961231
HP_ABNORMAL_CIRCULATING_GABA_CONCENTRATION	5	0.0672800844721692	Down	0.0204508272349769	0.782131129961231
GOMF_CORECEPTOR_ACTIVITY	32	-0.0105273325300736	Down	0.0204743410202582	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_CHEMOTAXIS	94	-0.00448833516470581	Down	0.0205918207294073	0.782131129961231
GOBP_SOMATIC_DIVERSIFICATION_OF_IMMUNOGLOBULINS_INVOLVED_IN_IMMUNE_RESPONSE	46	-0.00601021685407793	Up	0.020684289531052	0.782131129961231
REACTOME_POSTMITOTIC_NUCLEAR_PORE_COMPLEX_NPC_REFORMATION	27	0.0639421807253906	Up	0.0206941784523139	0.782131129961231
UDAYAKUMAR_MED1_TARGETS_UP	129	0.0342202586165448	Up	0.0207978604286578	0.782131129961231
WP_LNCRNAMEDIATED_MECHANISMS_OF_THERAPEUTIC_RESISTANCE	4	0.0257899993874847	Up	0.0210074543375128	0.782131129961231
BENPORATH_ES_2	29	0.0892136135021871	Up	0.0210118343678591	0.782131129961231
YANG_BREAST_CANCER_ESR1_LASER_DN	44	0.0433740603626691	Up	0.0211763993872996	0.782131129961231
GOBP_REGULATION_OF_BLOOD_PRESSURE	98	-0.00409697771489378	Down	0.0212031984841578	0.782131129961231
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	104	0.0209596366589165	Down	0.0214265750441391	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_LIPID_STORAGE	18	-0.0326170220362776	Down	0.0217641520776112	0.782131129961231
GOBP_FOLIC_ACID_CONTAINING_COMPOUND_BIOSYNTHETIC_PROCESS	9	-0.0284162533148638	Up	0.0217772666742813	0.782131129961231
TERAMOTO_OPN_TARGETS_CLUSTER_1	10	-0.0561513660589128	Up	0.0218355516394852	0.782131129961231
NAKAMURA_ADIPOGENESIS_LATE_DN	22	0.021043248012403	Down	0.0219340887264623	0.782131129961231
REACTOME_FORMATION_OF_FIBRIN_CLOT_CLOTTING_CASCADE	15	-0.0125736039648738	Down	0.0219521017063963	0.782131129961231
HP_ABNORMAL_ASTROCYTE_MORPHOLOGY	38	0.0149799667517118	Up	0.0219572659820474	0.782131129961231
GOBP_TETRAHYDROFOLATE_BIOSYNTHETIC_PROCESS	7	0.0631414756944867	Up	0.0219655349866759	0.782131129961231
LEE_LIVER_CANCER_ACOX1_UP	45	-0.0125866833517693	Down	0.0219794836948809	0.782131129961231
WP_NUCLEOTIDE_EXCISION_REPAIR_IN_XERODERMA_PIGMENTOSUM	68	0.0606697809167262	Up	0.0219951946605886	0.782131129961231
HP_NEOPLASM_OF_HEAD_AND_NECK	25	-0.0191179182743619	Up	0.0220075117921015	0.782131129961231
GOBP_MITOCHONDRIAL_DNA_REPAIR	6	0.109484972517362	Up	0.0221015415068937	0.782131129961231
WINZEN_DEGRADED_VIA_KHSRP	60	0.0127865759342519	Down	0.0221555000571746	0.782131129961231
PASTURAL_RIZ1_TARGETS_UP	8	-0.0520413422695787	Down	0.0222836910985453	0.782131129961231
REACTOME_ACTIVATION_OF_THE_PRE_REPLICATIVE_COMPLEX	33	0.339676860532768	Up	0.0222975776085066	0.782131129961231
GOBP_RESPONSE_TO_UV_B	9	0.012343771919251	Up	0.0223986060271437	0.782131129961231
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_5_PRODUCTION	3	-0.2063072435393	Down	0.0224331154691145	0.782131129961231
GOBP_NCRNA_3_END_PROCESSING	41	0.0284931976487605	Up	0.0224428360559936	0.782131129961231
VART_KSHV_INFECTION_ANGIOGENIC_MARKERS_UP	96	0.0255850769130944	Down	0.0224462050178018	0.782131129961231
HESS_TARGETS_OF_HOXA9_AND_MEIS1_DN	74	0.0153606706346445	Down	0.0224805077978212	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_GLYCOGEN_METABOLIC_PROCESS	12	-0.00193397074079605	Down	0.02253114083655	0.782131129961231
BENPORATH_ES_CORE_NINE	7	-0.0103798454966516	Up	0.0225763340826356	0.782131129961231
REACTOME_REGULATION_OF_HSF1_MEDIATED_HEAT_SHOCK_RESPONSE	75	0.01551895687258	Up	0.0226103648258977	0.782131129961231
PRAMOONJAGO_SOX4_TARGETS_UP	48	-0.000885147035624568	Down	0.0226424002736389	0.782131129961231
WP_G1_TO_S_CELL_CYCLE_CONTROL	61	0.152454518890592	Up	0.0226431073871509	0.782131129961231
REACTOME_S_PHASE	160	0.11143701919025	Up	0.0226856941472843	0.782131129961231
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE_SPINDLE_ASSEMBLY_CHECKPOINT	15	0.0314907430175079	Up	0.0226858892603666	0.782131129961231
HP_NEOPLASM_OF_THE_RECTUM	39	0.00597806711729653	Up	0.022720375590747	0.782131129961231
DURANTE_ADULT_OLFACTORY_NEUROEPITHELIUM_MACROPHAGES	81	0.0803841674462218	Down	0.0227294605933469	0.782131129961231
WP_DNA_REPAIR_PATHWAYS_FULL_NETWORK	120	0.101004155075808	Up	0.0228342114255112	0.782131129961231
GOBP_RESPONSE_TO_FLUID_SHEAR_STRESS	27	-0.00586130863534129	Down	0.0228887119953356	0.782131129961231
REACTOME_REGULATION_OF_INSULIN_LIKE_GROWTH_FACTOR_IGF_TRANSPORT_AND_UPTAKE_BY_INSULIN_LIKE_GROWTH_FACTOR_BINDING_PROTEINS_IGFBPS	60	0.0142975105886771	Down	0.0228955256372354	0.782131129961231
REACTOME_NUCLEAR_ENVELOPE_NE_REASSEMBLY	66	0.0343824245699751	Up	0.0229427799401721	0.782131129961231
YU_BAP1_TARGETS	28	0.0815917255070456	Up	0.0230291467833301	0.782131129961231
GOMF_DAMAGED_DNA_BINDING	67	0.107426373823459	Up	0.0230711583028369	0.782131129961231
GOBP_PLASMINOGEN_ACTIVATION	16	0.0407175010282687	Down	0.0231408905807289	0.782131129961231
REACTOME_INTERLEUKIN_10_SIGNALING	36	0.0255492081153616	Down	0.0232406700002169	0.782131129961231
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	232	-6.62295145368279e-05	Down	0.0233024120178213	0.782131129961231
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP	51	-0.00494462870614277	Down	0.0233922889044909	0.782131129961231
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	157	-0.000718785038243919	Down	0.0234234562925368	0.782131129961231
SATO_SILENCED_BY_DEACETYLATION_IN_PANCREATIC_CANCER	26	0.00878033531374887	Down	0.0235595107309814	0.782131129961231
GOBP_LEUKOCYTE_CHEMOTAXIS	161	0.00261144676020211	Down	0.0237305299934149	0.782131129961231
DESCARTES_FETAL_ADRENAL_MYELOID_CELLS	154	0.0602330275729449	Down	0.0237937902404133	0.782131129961231
BIOCARTA_FIBRINOLYSIS_PATHWAY	5	-0.00437326600454269	Down	0.0238546393889886	0.782131129961231
GOBP_CLUSTERING_OF_VOLTAGE_GATED_SODIUM_CHANNELS	3	-0.427738052379725	Down	0.0238677435964309	0.782131129961231
TARTE_PLASMA_CELL_VS_PLASMABLAST_UP	266	0.0139312316867255	Down	0.0238690823181185	0.782131129961231
GOBP_TRIGLYCERIDE_RICH_LIPOPROTEIN_PARTICLE_REMODELING	6	0.0600770936223366	Down	0.02389205595727	0.782131129961231
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION	23	0.189088674532858	Up	0.0238939196431898	0.782131129961231
REACTOME_SYNTHESIS_OF_15_EICOSATETRAENOIC_ACID_DERIVATIVES	4	0.0680592924000827	Down	0.0239689385098794	0.782131129961231
GOBP_POSITIVE_REGULATION_OF_MAST_CELL_CHEMOTAXIS	3	-0.0103606662871961	Down	0.0240205737814455	0.782131129961231
DUTERTRE_ESTRADIOL_RESPONSE_6HR_UP	197	0.0405498356188342	Up	0.0240939296224698	0.782131129961231
NABA_MATRISOME_ASSOCIATED	305	0.033089220151138	Down	0.0241154406285029	0.782131129961231
